subject,type,super_subject
day bank statement,subgroup,bank statement
electronic bank statement,subgroup,bank statement
monthly bank statement,subgroup,bank statement
original bank statement,subgroup,bank statement
personal bank statement,subgroup,bank statement
commercial banker,subgroup,banker
customer service banker,subgroup,banker
mortgage banker,subgroup,banker
personal banker,subgroup,banker
private banker,subgroup,banker
relationship banker,subgroup,banker
retail banker,subgroup,banker
small business banker,subgroup,banker
universal banker,subgroup,banker
investment banking,subgroup,banking
open banking,subgroup,banking
private banking,subgroup,banking
retail banking,subgroup,banking
dual banking system,subgroup,banking industry
global banking industry,subgroup,banking industry
business bankruptcy,subgroup,bankruptcy
chapter bankruptcy,subgroup,bankruptcy
consumer bankruptcy,subgroup,bankruptcy
corporate bankruptcy,subgroup,bankruptcy
filing bankruptcy,subgroup,bankruptcy
involuntary bankruptcy,subgroup,bankruptcy
liquidation bankruptcy,subgroup,bankruptcy
personal bankruptcy,subgroup,bankruptcy
straight bankruptcy,subgroup,bankruptcy
rope banister,subgroup,bannister
sir roger bannister,subgroup,bannister
stair handrail,subgroup,bannister
wood banister,subgroup,bannister
medieval banquet,subgroup,banquet
victorian banquet,subgroup,banquet
wedding banquet,subgroup,banquet
blank banshee,subgroup,banshee
big banyan tree,subgroup,banyan tree
chinese banyan,subgroup,banyan tree
indian banyan tree,subgroup,banyan tree
adult baptism,subgroup,baptism
catholic baptism,subgroup,baptism
christian baptism,subgroup,baptism
conditional baptism,subgroup,baptism
infant baptism,subgroup,baptism
scriptural baptism,subgroup,baptism
spirit baptism,subgroup,baptism
spiritual baptism,subgroup,baptism
true baptism,subgroup,baptism
water baptism,subgroup,baptism
address bar,subgroup,bar
mars bar,subgroup,bar
menu bar,subgroup,bar
navigation bar,subgroup,bar
oxygen bar,subgroup,bar
point bar,subgroup,bar
roll bar,subgroup,bar
sound bar,subgroup,bar
vertical bar,subgroup,bar
wine bar,subgroup,bar
american barbecue,subgroup,barbecue
carolina barbecue,subgroup,barbecue
kansas city barbecue,subgroup,barbecue
southern barbecue,subgroup,barbecue
texas barbecue,subgroup,barbecue
bottled barbecue sauce,subgroup,barbecue sauce
homemade barbecue sauce,subgroup,barbecue sauce
tomato based barbecue sauce,subgroup,barbecue sauce
conventional barbed wire,subgroup,barbed wire
galvanized barbed wire,subgroup,barbed wire
high tensile barbed wire,subgroup,barbed wire
pvc coated barbed wire,subgroup,barbed wire
single barbed wire,subgroup,barbed wire
standard barbed wire,subgroup,barbed wire
traditional barbed wire,subgroup,barbed wire
experienced barber,subgroup,barber
licensed barber,subgroup,barber
master barber,subgroup,barber
state approved barber,subgroup,barber
acting barbiturate,subgroup,barbiturate
faustian bargain,subgroup,bargain
good bargain,subgroup,bargain
grand bargain,subgroup,bargain
patriarchal bargain,subgroup,bargain
charge bargaining,subgroup,bargaining
distributive bargaining,subgroup,bargaining
good faith bargaining,subgroup,bargaining
integrative bargaining,subgroup,bargaining
plea bargaining,subgroup,bargaining
positional bargaining,subgroup,bargaining
productivity bargaining,subgroup,bargaining
sectoral bargaining,subgroup,bargaining
sentence bargaining,subgroup,bargaining
surface bargaining,subgroup,bargaining
tank barge,subgroup,barge
bass baritone,subgroup,baritone
verdi baritone,subgroup,baritone
mole barium hydroxide,subgroup,barium hydroxide
colloidal barium sulfate,subgroup,barium sulfate
g barium sulfate,subgroup,barium sulfate
modified barium sulfate,subgroup,barium sulfate
natural barium sulfate,subgroup,barium sulfate
precipitated barium sulfate,subgroup,barium sulfate
resulting barium sulfate,subgroup,barium sulfate
inner bark,subgroup,bark
tree bark,subgroup,bark
ash bark beetle,subgroup,bark beetle
elm bark beetle,subgroup,bark beetle
flat bark beetle,subgroup,bark beetle
ip bark beetle,subgroup,bark beetle
spruce bark beetle,subgroup,bark beetle
cooked barley,subgroup,barley
cup barley,subgroup,barley
grain barley,subgroup,barley
hulled barley,subgroup,barley
hulless barley,subgroup,barley
pearl barley,subgroup,barley
pearled barley,subgroup,barley
pot barley,subgroup,barley
row barley,subgroup,barley
sprouted barley,subgroup,barley
bank barn,subgroup,barn
circular barn,subgroup,barn
crib barn,subgroup,barn
dutch barn,subgroup,barn
historic barn,subgroup,barn
long barn,subgroup,barn
pole barn,subgroup,barn
round barn,subgroup,barn
timber frame barn,subgroup,barn
tobacco barn,subgroup,barn
acorn barnacle,subgroup,barnacle
adult barnacle,subgroup,barnacle
buoy barnacle,subgroup,barnacle
goose barnacle,subgroup,barnacle
parasitic barnacle,subgroup,barnacle
sessile barnacle,subgroup,barnacle
shelled barnacle,subgroup,barnacle
stalked barnacle,subgroup,barnacle
typical barnacle,subgroup,barnacle
whale barnacle,subgroup,barnacle
aneroid barometer,subgroup,barometer
digital barometer,subgroup,barometer
falling barometer,subgroup,barometer
january barometer,subgroup,barometer
liquid barometer,subgroup,barometer
mercurial barometer,subgroup,barometer
mercury barometer,subgroup,barometer
simple barometer,subgroup,barometer
water barometer,subgroup,barometer
water based barometer,subgroup,barometer
business magnate,subgroup,baron
medieval king,subgroup,baron
red baron,subgroup,baron
robber baron,subgroup,baron
noble baroness,subgroup,baroness
office barong,subgroup,barong
polo barong,subgroup,barong
early baroque,subgroup,baroque
high baroque,subgroup,baroque
late baroque,subgroup,baroque
sicilian baroque,subgroup,baroque
spanish baroque,subgroup,baroque
ukrainian baroque,subgroup,baroque
adult barracuda,subgroup,barracuda
california barracuda,subgroup,barracuda
freshwater barracuda,subgroup,barracuda
great barracuda,subgroup,barracuda
guachanche barracuda,subgroup,barracuda
large barracuda,subgroup,barracuda
red tail barracuda,subgroup,barracuda
creeping barrage,subgroup,barrage
farakka barrage,subgroup,barrage
ithai barrage,subgroup,barrage
lipo battery,subgroup,barrage
marina barrage,subgroup,barrage
miasmic barrage,subgroup,barrage
new barrage,subgroup,barrage
prakasam barrage,subgroup,barrage
tidal barrage,subgroup,barrage
wazirabad barrage,subgroup,barrage
carrier barrel,subgroup,barrel
howitzer barrel,subgroup,barrel
oak barrel,subgroup,barrel
rifled barrel,subgroup,barrel
shotgun barrel,subgroup,barrel
slug barrel,subgroup,barrel
tensioned barrel,subgroup,barrel
central canada barren ground caribou,subgroup,barren ground caribou
air barrier,subgroup,barrier
blood brain barrier,subgroup,barrier
information barrier,subgroup,barrier
language barrier,subgroup,barrier
physical barrier,subgroup,barrier
radiant barrier,subgroup,barrier
schottky barrier,subgroup,barrier
skin barrier,subgroup,barrier
tariff barrier,subgroup,barrier
vapor barrier,subgroup,barrier
qualified barrister,subgroup,barrister
banquet bartender,subgroup,bartender
experienced bartender,subgroup,bartender
good bartender,subgroup,bartender
head bartender,subgroup,bartender
lead bartender,subgroup,bartender
professional bartender,subgroup,bartender
restaurant bartender,subgroup,bartender
server bartender,subgroup,bartender
barter trade,subgroup,barter
currency swap,subgroup,barter
interest rate swap,subgroup,barter
international trade,subgroup,barter
roman empire barter,subgroup,barter
silent trade,subgroup,barter
cascade baryon,subgroup,baryon
exotic baryon,subgroup,baryon
lambda baryon,subgroup,baryon
omega baryon,subgroup,baryon
xi baryon,subgroup,baryon
alkali basalt,subgroup,basalt
columnar basalt,subgroup,basalt
flood basalt,subgroup,basalt
lunar basalt,subgroup,basalt
mare basalt,subgroup,basalt
ocean island basalt,subgroup,basalt
ocean ridge basalt,subgroup,basalt
pillow basalt,subgroup,basalt
tholeiitic basalt,subgroup,basalt
volcanic basalt,subgroup,basalt
client base,subgroup,base
conjugate base,subgroup,base
mobile base,subgroup,base
monetary base,subgroup,base
trusted computing base,subgroup,base
weak base,subgroup,base
amateur baseball,subgroup,baseball
college baseball,subgroup,baseball
cuban baseball,subgroup,baseball
early baseball,subgroup,baseball
major league baseball,subgroup,baseball
minor league baseball,subgroup,baseball
modern baseball,subgroup,baseball
organized baseball,subgroup,baseball
pro baseball,subgroup,baseball
professional baseball,subgroup,baseball
adult baseball bat,subgroup,baseball bat
aluminum baseball bat,subgroup,baseball bat
bbcor baseball bat,subgroup,baseball bat
composite baseball bat,subgroup,baseball bat
usa baseball bat,subgroup,baseball bat
vintage baseball bat,subgroup,baseball bat
wood baseball bat,subgroup,baseball bat
wooden baseball bat,subgroup,baseball bat
youth baseball bat,subgroup,baseball bat
youth big barrel baseball bat,subgroup,baseball bat
base mitt,subgroup,baseball glove
catcher mitt,subgroup,baseball glove
leather baseball glove,subgroup,baseball glove
new baseball glove,subgroup,baseball glove
outfield baseball glove,subgroup,baseball glove
quality baseball glove,subgroup,baseball glove
right baseball glove,subgroup,baseball glove
vintage baseball glove,subgroup,baseball glove
wilson baseball glove,subgroup,baseball glove
youth baseball glove,subgroup,baseball glove
major league baseball team,subgroup,baseball team
minor league baseball team,subgroup,baseball team
national baseball team,subgroup,baseball team
professional baseball team,subgroup,baseball team
concrete basement,subgroup,basement
daylight basement,subgroup,basement
entire basement,subgroup,basement
existing basement,subgroup,basement
finished basement,subgroup,basement
flooded basement,subgroup,basement
unfinished basement,subgroup,basement
walk basement,subgroup,basement
walkout basement,subgroup,basement
wet basement,subgroup,basement
git bash,subgroup,bash
cinnamon basil,subgroup,basil
dried basil,subgroup,basil
fresh basil,subgroup,basil
genovese basil,subgroup,basil
growing basil,subgroup,basil
holy basil,subgroup,basil
lemon basil,subgroup,basil
opal basil,subgroup,basil
purple basil,subgroup,basil
thai basil,subgroup,basil
median basilic vein,subgroup,basilic vein
brown basilisk,subgroup,basilisk
common basilisk,subgroup,basilisk
green basilisk,subgroup,basilisk
original basilisk,subgroup,basilisk
plumed basilisk,subgroup,basilisk
regular basilisk,subgroup,basilisk
striped basilisk,subgroup,basilisk
bathroom basin,subgroup,basin
ceramic basin,subgroup,basin
pedestal basin,subgroup,basin
wash basin,subgroup,basin
adjusted basis,subgroup,basis
canonical basis,subgroup,basis
cost basis,subgroup,basis
filing basis,subgroup,basis
gröbner basis,subgroup,basis
ordered basis,subgroup,basis
orthonormal basis,subgroup,basis
standard basis,subgroup,basis
stock basis,subgroup,basis
tax basis,subgroup,basis
currency basket,subgroup,basket
day basket,subgroup,basket
disc golf basket,subgroup,basket
easter basket,subgroup,basket
fruit basket,subgroup,basket
gift basket,subgroup,basket
hanging basket,subgroup,basket
lightship basket,subgroup,basket
market basket,subgroup,basket
small basket,subgroup,basket
college basketball,subgroup,basketball
duke basketball,subgroup,basketball
high school basketball,subgroup,basketball
pro basketball,subgroup,basketball
professional basketball,subgroup,basketball
wheelchair basketball,subgroup,basketball
fantasy basketball league,subgroup,basketball league
professional basketball league,subgroup,basketball league
college basketball player,subgroup,basketball player
famous basketball player,subgroup,basketball player
great basketball player,subgroup,basketball player
high school basketball player,subgroup,basketball player
professional basketball player,subgroup,basketball player
college basketball team,subgroup,basketball team
national basketball team,subgroup,basketball team
professional basketball team,subgroup,basketball team
activated basophil,subgroup,basophil
blood basophil,subgroup,basophil
human basophil,subgroup,basophil
mature basophil,subgroup,basophil
mouse basophil,subgroup,basophil
purified basophil,subgroup,basophil
australian bass,subgroup,bass
black bass,subgroup,bass
electric bass,subgroup,bass
jazz bass,subgroup,bass
largemouth bass,subgroup,bass
sea bass,subgroup,bass
spotted bass,subgroup,bass
striped bass,subgroup,bass
upright bass,subgroup,bass
white bass,subgroup,bass
boxer basset,subgroup,basset hound
bully basset,subgroup,basset hound
miniature basset hound,subgroup,basset hound
modern basset hound,subgroup,basset hound
airplane bassinet,subgroup,bassinet
baby bassinet,subgroup,bassinet
bedside bassinet,subgroup,bassinet
infant bassinet,subgroup,bassinet
portable bassinet,subgroup,bassinet
removable bassinet,subgroup,bassinet
rocking bassinet,subgroup,bassinet
sleeper bassinet,subgroup,bassinet
small bassinet,subgroup,bassinet
travel bassinet,subgroup,bassinet
double bassoon,subgroup,bassoon
french bassoon,subgroup,bassoon
german bassoon,subgroup,bassoon
good bassoon,subgroup,bassoon
heckel bassoon,subgroup,bassoon
modern bassoon,subgroup,bassoon
principal bassoon,subgroup,bassoon
schreiber bassoon,subgroup,bassoon
tenor bassoon,subgroup,bassoon
wood bassoon,subgroup,bassoon
turkey baster,subgroup,baster
